"interview_id","application_id","interview_round","interview_type","interview_score","interview_date"
15537,2607,3,"Technical","3.64","2025-11-04"
15538,11866,1,"Phone","4.15","2025-10-08"
15539,6049,3,"Phone","4.20","2025-04-05"
15540,7827,1,"Managerial","3.43","2025-11-25"
15541,9658,3,"Technical","3.15","2025-11-29"
15542,4965,3,"HR","2.06","2025-05-17"
15543,2815,2,"Phone","1.53","2025-06-10"
15544,2810,4,"Phone","2.51","2026-01-16"
15545,3027,2,"HR","2.64","2025-09-20"
15546,6183,2,"Phone","2.85","2025-09-21"
15547,1983,4,"HR","3.80","2026-01-20"
15548,8701,2,"Technical","3.94","2026-01-09"
15549,9978,2,"Phone","2.17","2025-05-18"
15550,919,4,"Technical","1.85","2025-08-15"
15551,8536,2,"HR","2.68","2025-07-09"
15552,3336,2,"Technical","1.14","2025-07-01"
15553,3652,2,"Technical","2.43","2025-05-01"
15554,1518,3,"HR","3.93","2025-07-27"
15555,8215,3,"HR","3.16","2025-04-23"
15556,1350,2,"Phone","2.93","2025-12-08"
15557,4873,3,"Technical","2.36","2025-08-03"
15558,3568,4,"HR","3.49","2025-09-07"
15559,3131,1,"Technical","1.73","2025-08-26"
15560,2424,4,"Managerial","3.00","2025-04-10"
15561,10176,3,"Phone","1.61","2025-06-18"
15562,7887,2,"Technical","2.23","2025-07-01"
15563,359,1,"Technical","2.73","2025-03-30"
15564,6624,3,"Technical","1.08","2025-11-03"
15565,2113,1,"Phone","4.08","2025-11-13"
15566,1342,4,"Phone","4.65","2026-01-10"
15567,4631,2,"Phone","1.25","2025-04-14"
15568,315,1,"HR","4.14","2025-10-26"
15569,9214,4,"Managerial","3.11","2025-06-01"
15570,4055,1,"Phone","2.90","2025-12-01"
15571,3269,2,"Phone","4.59","2025-05-30"
15572,8486,3,"Technical","1.14","2025-06-27"
15573,6238,1,"Managerial","3.95","2025-09-03"
15574,5796,3,"HR","3.73","2025-07-14"
15575,5049,2,"Phone","1.08","2025-11-09"
15576,9385,2,"Managerial","4.18","2025-04-13"
15577,7672,1,"Managerial","3.86","2025-12-24"
15578,2825,2,"HR","1.67","2026-01-21"
15579,7050,2,"Phone","4.00","2025-05-18"
15580,11122,4,"HR","1.47","2025-11-28"
15581,8335,1,"Phone","1.36","2025-04-12"
15582,1306,2,"Technical","2.51","2025-06-25"
15583,1048,4,"Phone","3.08","2025-09-11"
15584,4219,4,"HR","1.99","2025-10-09"
15585,1742,3,"Technical","4.49","2025-09-25"
15586,11264,2,"Phone","3.90","2025-05-05"
15587,10532,2,"Phone","1.89","2025-04-09"
15588,4125,2,"Technical","2.53","2025-06-22"
15589,10967,3,"Technical","2.33","2025-10-18"
15590,3428,4,"Phone","2.10","2025-12-29"
15591,9504,2,"Technical","4.52","2025-11-20"
15592,17,1,"Phone","2.44","2025-09-12"
15593,10322,1,"HR","3.27","2025-12-19"
15594,6847,1,"Managerial","3.74","2025-12-12"
15595,4769,2,"HR","4.07","2025-10-27"
15596,7792,3,"Managerial","4.61","2026-01-02"
15597,8952,1,"Technical","2.42","2025-11-30"
15598,6898,4,"Managerial","4.33","2025-09-11"
15599,5198,2,"Technical","1.75","2025-07-23"
15600,9168,4,"HR","3.13","2025-08-27"
15601,1744,4,"Technical","2.20","2025-06-02"
15602,4674,1,"Managerial","1.99","2025-08-01"
15603,5433,2,"Technical","4.04","2025-05-21"
15604,8743,2,"Phone","1.12","2025-04-29"
15605,6801,4,"HR","1.95","2025-12-28"
15606,9492,1,"Phone","4.87","2025-08-02"
15607,2264,3,"Managerial","4.51","2025-10-08"
15608,641,2,"HR","3.18","2025-11-14"
15609,1407,1,"Technical","3.36","2025-08-19"
15610,3517,2,"Technical","1.10","2025-03-29"
15611,446,1,"Managerial","4.57","2026-01-21"
15612,6608,2,"HR","4.57","2025-08-10"
15613,6979,3,"Managerial","1.78","2025-09-27"
15614,11971,4,"Managerial","2.94","2025-06-11"
15615,4087,1,"Phone","3.18","2025-11-07"
15616,9832,1,"HR","1.96","2025-05-07"
15617,4147,2,"Technical","1.85","2025-06-10"
15618,8702,3,"Phone","1.98","2025-09-21"
15619,6579,4,"Phone","2.62","2025-10-28"
15620,7327,1,"Technical","2.35","2025-05-07"
15621,5569,2,"Technical","1.29","2025-09-18"
15622,6457,3,"HR","3.06","2025-05-18"
15623,1444,4,"Technical","3.29","2025-06-14"
15624,5315,2,"Managerial","2.15","2025-12-26"
15625,8279,1,"Technical","4.37","2025-11-24"
15626,6249,2,"Managerial","1.33","2025-11-13"
15627,10176,2,"Managerial","4.99","2025-06-15"
15628,3341,1,"HR","3.64","2025-12-07"
15629,5773,4,"HR","2.36","2025-06-05"
15630,3203,1,"Managerial","1.81","2025-07-10"
15631,1201,4,"HR","4.24","2025-05-11"
15632,1107,1,"Managerial","4.18","2025-09-06"
15633,9305,4,"Managerial","4.42","2026-01-21"
15634,2704,1,"HR","1.46","2025-04-06"
15635,3384,1,"Technical","3.59","2025-04-26"
15636,5358,1,"Phone","4.81","2025-05-05"
15637,8768,2,"HR","2.76","2025-10-18"
15638,8442,3,"HR","4.66","2025-12-05"
15639,2207,2,"Technical","1.49","2025-12-18"
15640,11804,2,"Phone","1.09","2025-04-29"
15641,9451,4,"Technical","2.72","2025-10-29"
15642,10580,4,"HR","1.67","2025-07-26"
15643,10720,4,"Technical","2.66","2025-06-19"
15644,4416,1,"Technical","4.39","2025-06-22"
15645,8785,4,"Phone","4.59","2025-12-04"
15646,11227,2,"Phone","4.93","2025-07-26"
15647,11559,1,"Managerial","1.38","2025-10-25"
15648,6046,1,"Phone","2.58","2025-08-31"
15649,4014,4,"Technical","3.38","2025-10-12"
15650,8580,1,"HR","2.26","2025-08-24"
15651,2078,1,"Technical","3.59","2025-10-11"
15652,10225,2,"HR","2.21","2025-12-08"
15653,11607,1,"Technical","3.34","2025-06-16"
15654,10623,2,"HR","4.63","2025-06-26"
15655,3034,3,"Technical","4.85","2025-12-08"
15656,7855,2,"HR","1.75","2025-09-01"
15657,10923,4,"HR","4.68","2025-08-08"
15658,10689,3,"Managerial","2.80","2025-04-24"
15659,10055,3,"Phone","4.93","2025-05-06"
15660,1729,1,"Managerial","2.12","2025-07-30"
15661,2509,2,"HR","4.13","2025-08-02"
15662,11270,4,"Managerial","2.97","2025-06-10"
15663,9198,3,"Technical","3.12","2025-07-24"
15664,6391,3,"Managerial","2.70","2025-08-05"
15665,2522,1,"Phone","1.99","2025-08-04"
15666,10029,1,"Managerial","1.36","2025-07-30"
15667,441,4,"HR","3.66","2025-08-17"
15668,8274,1,"Technical","4.34","2025-08-28"
15669,1736,4,"HR","2.90","2026-01-18"
15670,9521,3,"HR","1.12","2025-11-29"
15671,6948,1,"Phone","2.98","2025-04-25"
15672,1395,3,"Managerial","2.53","2025-12-26"
15673,10964,3,"Managerial","3.84","2025-08-11"
15674,5288,1,"Phone","2.46","2025-06-25"
15675,11000,1,"Phone","2.77","2025-10-30"
15676,3986,1,"Managerial","2.43","2025-09-25"
15677,6002,1,"HR","3.55","2025-12-31"
15678,7989,2,"Technical","1.10","2025-06-11"
15679,785,3,"Managerial","3.23","2026-01-03"
15680,10250,1,"Technical","1.47","2025-05-14"
15681,3050,1,"Managerial","1.23","2025-05-09"
15682,11468,1,"Managerial","2.75","2025-10-23"
15683,5139,2,"Managerial","2.41","2025-12-04"
15684,4076,2,"Phone","4.72","2026-01-04"
15685,776,3,"HR","1.40","2025-09-15"
15686,8528,2,"Phone","4.00","2025-08-21"
15687,5153,2,"Managerial","4.42","2025-07-21"
15688,5256,4,"Managerial","1.35","2025-05-16"
15689,2533,1,"Phone","4.25","2025-09-28"
15690,6520,4,"Managerial","3.80","2025-04-02"
15691,8192,4,"Technical","4.92","2025-10-09"
15692,1296,4,"Managerial","3.93","2025-11-18"
15693,7987,4,"Technical","1.79","2025-12-04"
15694,1034,2,"HR","4.30","2025-12-08"
15695,11453,1,"Managerial","1.42","2025-08-19"
15696,832,1,"HR","2.55","2025-12-13"
15697,2988,1,"Managerial","4.74","2025-08-27"
15698,3086,3,"Managerial","3.58","2025-10-06"
15699,6919,1,"Technical","3.27","2025-11-15"
15700,4397,3,"Technical","3.60","2025-03-30"
15701,8119,2,"Managerial","3.19","2025-12-06"
15702,2480,2,"Phone","1.93","2025-08-23"
15703,6598,1,"Technical","3.41","2025-08-12"
15704,7322,1,"HR","2.20","2025-12-15"
15705,8407,3,"Phone","4.05","2025-07-26"
15706,3223,1,"Technical","1.30","2025-11-09"
15707,7395,2,"Technical","2.70","2025-07-27"
15708,11670,1,"Technical","1.50","2025-08-28"
15709,9319,1,"Phone","1.55","2025-09-22"
15710,353,1,"Managerial","1.23","2025-05-13"
15711,6430,3,"Managerial","4.82","2025-10-13"
15712,6301,3,"HR","4.79","2025-10-11"
15713,7416,4,"Technical","1.24","2025-11-29"
15714,3535,4,"Technical","1.92","2025-07-02"
15715,2940,1,"Managerial","4.14","2025-08-07"
15716,11413,4,"HR","4.75","2025-08-03"
15717,9817,1,"Managerial","2.78","2025-08-17"
15718,3641,3,"Phone","2.25","2025-09-22"
15719,9414,3,"Managerial","2.98","2025-11-14"
15720,9008,1,"Managerial","1.72","2025-08-17"
15721,6854,1,"Managerial","2.68","2025-07-28"
15722,879,4,"Managerial","2.76","2025-07-30"
15723,9932,4,"Technical","3.16","2025-04-18"
15724,8874,4,"Managerial","2.19","2025-08-28"
15725,7323,2,"Managerial","1.23","2025-09-19"
15726,9612,4,"Managerial","1.54","2025-07-30"
15727,7666,1,"Phone","1.28","2025-05-29"
15728,8775,2,"Managerial","4.61","2025-10-12"
15729,1363,4,"Technical","3.38","2025-04-21"
15730,5118,1,"HR","1.62","2025-12-14"
15731,8066,4,"Phone","1.01","2025-12-21"
15732,7215,2,"Managerial","3.31","2025-07-26"
15733,10732,2,"Technical","2.97","2025-05-26"
15734,5317,3,"HR","2.00","2025-05-10"
15735,7617,3,"HR","4.25","2025-09-18"
15736,11182,3,"Managerial","1.12","2025-08-02"
15737,11676,2,"HR","3.04","2025-08-16"
15738,6217,1,"Managerial","2.59","2025-07-29"
15739,3606,2,"HR","3.64","2025-06-12"
15740,8463,4,"Phone","4.42","2025-05-12"
15741,11684,4,"Phone","4.68","2025-11-25"
15742,10903,1,"Managerial","2.45","2025-06-26"
15743,10622,1,"Managerial","3.26","2025-10-10"
15744,7493,4,"Managerial","2.34","2025-08-05"
15745,879,3,"Managerial","1.15","2025-05-24"
15746,1162,4,"Managerial","1.59","2025-05-11"
15747,4367,2,"Technical","2.89","2025-06-13"
15748,7656,2,"Technical","3.92","2025-08-23"
15749,7936,4,"HR","4.76","2025-06-29"
15750,935,4,"Managerial","3.08","2025-11-27"
15751,1206,2,"Managerial","1.97","2025-07-07"
15752,2174,1,"Managerial","1.92","2025-09-10"
15753,8061,1,"Technical","2.46","2025-07-03"
15754,3508,2,"Managerial","3.94","2025-07-01"
15755,9796,4,"HR","4.67","2025-06-21"
15756,4720,2,"Technical","2.44","2025-12-12"
15757,3755,4,"HR","4.02","2025-03-31"
15758,5330,2,"Phone","3.52","2026-01-15"
15759,1149,1,"Managerial","2.53","2025-10-15"
15760,11900,4,"HR","3.13","2025-12-17"
15761,4803,4,"Managerial","3.51","2025-11-29"
15762,5039,3,"Managerial","1.95","2025-06-08"
15763,10125,1,"Phone","3.69","2025-10-01"
15764,3858,3,"Managerial","2.17","2025-10-06"
15765,2493,1,"Managerial","4.93","2025-08-31"
15766,3597,2,"Phone","1.98","2025-11-01"
15767,1765,3,"Phone","2.29","2025-08-11"
15768,9675,4,"Phone","1.12","2025-03-29"
15769,6973,2,"Phone","4.95","2026-01-16"
15770,2371,4,"Technical","1.44","2025-08-21"
15771,5023,1,"HR","1.10","2025-05-02"
15772,8442,3,"HR","1.73","2025-11-29"
15773,673,4,"Phone","2.87","2025-09-29"
15774,10792,2,"Managerial","1.49","2025-11-18"
15775,4292,2,"HR","2.17","2025-06-06"
15776,4851,2,"HR","2.40","2025-08-27"
15777,6235,2,"Technical","1.81","2025-04-02"
15778,8708,1,"Technical","1.25","2025-04-17"
15779,4619,4,"Managerial","2.04","2025-07-03"
15780,8690,4,"Managerial","4.79","2025-10-11"
15781,1222,2,"Technical","3.63","2025-06-13"
15782,9424,2,"HR","1.05","2025-04-12"
15783,11183,1,"Managerial","1.75","2025-11-01"
15784,747,3,"Managerial","3.13","2025-06-30"
15785,870,1,"Managerial","2.49","2025-12-12"
15786,11905,2,"Managerial","1.71","2025-10-17"
15787,9479,1,"Managerial","2.83","2026-01-04"
15788,10886,4,"Phone","3.28","2026-01-12"
15789,11408,1,"Managerial","2.44","2025-08-25"
15790,9272,4,"Phone","4.68","2025-07-23"
15791,10206,3,"Phone","3.10","2025-11-30"
15792,11059,1,"HR","1.65","2025-06-14"
15793,988,4,"Managerial","4.44","2025-08-31"
15794,1910,1,"Phone","1.66","2025-10-14"
15795,5953,4,"Phone","3.19","2025-10-18"
15796,10623,4,"HR","3.00","2025-10-25"
15797,10924,4,"HR","1.16","2025-04-30"
15798,360,4,"HR","2.92","2025-08-07"
15799,10687,2,"Technical","2.94","2025-10-09"
15800,4164,3,"Managerial","3.36","2025-12-04"
15801,11297,1,"Technical","4.39","2026-01-13"
15802,8004,2,"Managerial","4.96","2025-12-19"
15803,6212,3,"Technical","4.06","2025-04-04"
15804,3988,4,"Phone","4.93","2025-03-31"
15805,7642,1,"Managerial","4.05","2025-05-24"
15806,4464,2,"HR","4.10","2025-10-16"
15807,3893,1,"Phone","3.99","2025-11-03"
15808,6504,1,"Managerial","2.71","2025-11-24"
15809,5603,3,"Managerial","3.51","2025-09-05"
15810,9974,2,"Phone","1.65","2025-07-28"
15811,3960,3,"Managerial","3.83","2025-11-30"
15812,8511,1,"Technical","4.79","2025-11-02"
15813,5734,2,"Managerial","1.30","2025-11-10"
15814,1205,1,"Technical","4.54","2025-10-20"
15815,7301,3,"HR","3.42","2025-12-05"
15816,2712,2,"Phone","4.60","2025-04-29"
15817,6453,1,"Phone","4.58","2025-05-17"
15818,30,4,"Managerial","1.25","2025-08-01"
15819,1945,3,"Phone","4.22","2025-08-06"
15820,1861,1,"HR","3.02","2025-05-06"
15821,1068,2,"Phone","3.64","2025-08-12"
15822,11776,1,"Phone","1.55","2025-12-22"
15823,10744,2,"HR","2.23","2025-06-03"
15824,279,1,"Technical","1.48","2025-11-01"
15825,7181,2,"HR","3.35","2025-11-28"
15826,11329,2,"Technical","2.87","2025-06-25"
15827,11807,3,"Phone","4.87","2025-07-01"
15828,6386,1,"HR","4.35","2025-11-13"
15829,9039,2,"Technical","3.31","2025-09-21"
15830,5004,1,"Phone","2.21","2025-10-17"
15831,6257,2,"Phone","1.29","2025-07-08"
15832,11550,2,"HR","3.40","2026-01-16"
15833,9727,3,"HR","1.05","2025-06-28"
15834,11938,3,"HR","1.66","2025-09-17"
15835,11519,1,"Phone","1.49","2025-07-03"
15836,578,2,"Managerial","4.68","2025-08-11"
15837,1965,2,"Technical","1.01","2025-09-08"
15838,4479,4,"Phone","2.73","2025-10-26"
15839,2302,4,"Phone","4.06","2025-04-01"
15840,6486,2,"Managerial","1.31","2025-05-03"
15841,3918,2,"HR","4.23","2025-05-28"
15842,1629,2,"Technical","4.50","2025-10-26"
15843,9566,2,"HR","4.14","2025-09-08"
15844,9426,3,"HR","4.52","2025-04-13"
15845,9052,1,"HR","1.22","2025-12-27"
15846,3089,4,"HR","1.64","2026-01-11"
15847,630,1,"Phone","2.70","2025-06-19"
15848,3814,4,"Phone","2.31","2025-04-11"
15849,8627,1,"Phone","4.36","2025-07-29"
15850,3067,1,"HR","1.22","2025-06-12"
15851,10264,3,"HR","1.86","2025-10-19"
15852,664,3,"Phone","3.84","2025-09-12"
15853,1845,3,"HR","4.63","2026-01-05"
15854,1629,2,"Managerial","4.05","2025-08-13"
15855,635,2,"Managerial","1.06","2025-04-24"
15856,1563,3,"Phone","1.37","2025-11-21"
15857,4127,1,"HR","3.90","2025-08-28"
15858,10255,2,"Phone","2.03","2025-05-02"
15859,992,4,"Managerial","3.75","2025-10-25"
15860,4785,3,"HR","1.78","2025-04-01"
15861,3448,2,"Phone","2.25","2025-11-07"
15862,2223,3,"HR","1.94","2025-08-14"
15863,642,3,"Managerial","4.10","2025-08-17"
15864,10486,1,"HR","2.24","2025-04-10"
15865,11646,4,"Technical","3.13","2025-07-17"
15866,11738,3,"HR","4.12","2025-09-23"
15867,11283,1,"Phone","2.12","2025-11-30"
15868,4943,2,"HR","4.45","2025-11-24"
15869,251,3,"Phone","4.56","2025-06-25"
15870,9573,1,"Phone","3.85","2025-09-12"
15871,6625,1,"HR","4.48","2026-01-19"
15872,5832,4,"Technical","4.04","2025-06-17"
15873,3710,2,"HR","2.93","2026-01-19"
15874,4199,4,"Technical","1.76","2025-09-17"
15875,7926,3,"Phone","3.70","2025-08-14"
15876,6505,1,"HR","3.02","2025-12-06"
15877,4630,1,"Technical","4.39","2025-07-08"
15878,1277,2,"Technical","4.34","2025-06-08"
15879,11495,1,"HR","4.83","2025-09-30"
15880,2142,4,"HR","3.60","2025-06-06"
15881,162,4,"Phone","4.25","2025-12-20"
15882,11511,1,"Managerial","3.13","2025-05-11"
15883,11336,1,"Phone","2.11","2025-07-07"
15884,5187,1,"Technical","3.83","2025-10-17"
15885,9812,4,"HR","4.67","2025-05-02"
15886,7242,1,"HR","3.19","2025-10-17"
15887,5708,4,"Phone","2.77","2025-11-23"
15888,7330,3,"Managerial","3.46","2025-04-02"
15889,5038,2,"HR","4.13","2025-09-08"
15890,1444,4,"Phone","2.19","2025-12-09"
15891,6520,2,"Technical","1.63","2025-09-09"
15892,1663,1,"Technical","4.21","2025-06-07"
15893,11410,3,"HR","2.70","2025-08-17"
15894,3962,2,"Technical","1.81","2025-06-11"
15895,10620,3,"Phone","3.23","2025-11-10"
15896,58,1,"Phone","1.22","2025-05-07"
15897,1382,2,"Technical","2.31","2025-11-21"
15898,1250,4,"HR","3.35","2025-06-28"
15899,4747,1,"Phone","4.70","2025-09-27"
15900,2864,3,"Technical","1.56","2025-05-31"
15901,3190,3,"Phone","2.75","2025-12-11"
15902,424,2,"HR","2.54","2025-05-13"
15903,1779,2,"Phone","4.62","2025-04-11"
15904,9919,3,"Phone","1.53","2025-07-17"
15905,11277,4,"HR","2.37","2025-06-16"
15906,2304,1,"HR","4.45","2025-11-28"
15907,6940,3,"Phone","4.38","2025-09-04"
15908,11235,1,"HR","4.49","2025-08-03"
15909,6665,4,"Phone","4.94","2025-04-27"
15910,10818,4,"HR","3.70","2025-11-18"
15911,8168,1,"HR","2.32","2025-09-19"
15912,16,2,"Phone","4.13","2025-08-04"
15913,4852,4,"HR","4.94","2025-09-21"
15914,4885,2,"Phone","1.57","2025-06-17"
15915,4601,4,"Managerial","4.70","2025-11-17"
15916,1838,1,"Managerial","1.44","2025-07-03"
15917,4966,4,"Managerial","4.80","2025-08-31"
15918,226,3,"HR","3.73","2025-10-20"
15919,1033,2,"HR","1.89","2025-08-28"
15920,441,1,"Phone","2.46","2025-11-13"
15921,873,4,"Phone","4.75","2025-04-21"
15922,583,1,"Managerial","3.82","2025-12-18"
15923,3597,4,"Managerial","2.09","2025-04-07"
15924,4655,1,"Phone","3.45","2025-07-05"
15925,3680,3,"Phone","1.13","2025-06-22"
15926,3395,1,"Managerial","1.53","2025-07-05"
15927,5962,4,"Phone","4.28","2025-04-23"
15928,7030,2,"Managerial","1.69","2026-01-05"
15929,4993,4,"Phone","4.18","2025-07-25"
15930,4503,4,"HR","2.96","2025-07-26"
15931,1182,2,"Technical","2.15","2025-04-10"
15932,1358,2,"Phone","3.63","2026-01-19"
15933,6660,4,"Managerial","2.61","2025-04-01"
15934,7271,2,"Managerial","3.24","2025-04-24"
15935,10928,1,"HR","2.93","2025-07-15"
15936,9385,3,"Managerial","1.19","2025-11-08"
15937,2472,2,"HR","1.53","2025-11-25"
15938,3317,3,"Phone","5.00","2025-09-09"
15939,10418,1,"Managerial","4.50","2025-12-15"
15940,8150,1,"Managerial","1.92","2025-05-19"
15941,2482,2,"Managerial","3.96","2025-12-03"
15942,5393,2,"Phone","2.02","2025-06-14"
15943,919,3,"Technical","2.64","2026-01-05"
15944,164,2,"HR","4.76","2025-11-22"
15945,7531,4,"Technical","3.11","2025-09-15"
15946,4712,2,"Technical","3.08","2025-12-26"
15947,11522,1,"HR","3.28","2025-11-06"
15948,10812,4,"Phone","2.42","2025-06-14"
15949,1726,3,"Phone","2.53","2025-09-06"
15950,5733,3,"HR","1.81","2025-07-27"
15951,7704,3,"Managerial","1.26","2025-09-29"
15952,376,4,"Phone","2.73","2025-09-23"
15953,5159,4,"Managerial","1.66","2026-01-11"
15954,4912,1,"Managerial","3.40","2025-07-28"
15955,6506,1,"Phone","1.02","2025-12-02"
15956,10792,1,"Managerial","3.61","2025-12-02"
15957,292,3,"HR","1.08","2025-10-01"
15958,9905,3,"Phone","2.29","2025-12-13"
15959,2314,1,"HR","4.25","2025-10-03"
15960,4214,2,"Technical","1.30","2025-12-11"
15961,4100,3,"Managerial","2.51","2025-07-05"
15962,1770,2,"Technical","4.47","2025-10-23"
15963,3574,4,"Technical","3.48","2025-10-01"
15964,7591,3,"Phone","2.96","2025-05-19"
15965,8840,3,"Phone","3.56","2026-01-19"
15966,6764,3,"Technical","4.71","2025-04-21"
15967,7741,2,"HR","2.63","2025-06-09"
15968,7636,1,"Technical","3.60","2025-11-13"
15969,1182,2,"Phone","4.63","2025-11-20"
15970,2338,1,"Managerial","1.05","2025-08-15"
15971,3082,4,"Phone","2.98","2025-08-30"
15972,9179,2,"Phone","4.27","2025-06-27"
15973,933,2,"Technical","2.43","2025-07-03"
15974,302,3,"HR","4.35","2025-12-05"
15975,4574,1,"Phone","3.28","2025-08-11"
15976,6169,3,"HR","1.61","2025-10-15"
15977,8026,4,"Phone","2.90","2025-05-18"
15978,11860,2,"Technical","3.35","2025-05-20"
15979,374,2,"Technical","1.07","2025-05-19"
15980,8492,3,"HR","3.44","2025-10-27"
15981,9240,4,"HR","1.87","2025-07-24"
15982,3996,3,"Phone","2.31","2025-10-25"
15983,3189,1,"Technical","1.47","2025-07-24"
15984,3520,3,"HR","2.45","2025-12-31"
15985,7443,2,"HR","3.09","2025-11-04"
15986,5115,1,"Phone","3.43","2025-12-17"
15987,2180,2,"Technical","2.11","2025-09-19"
15988,3489,4,"Managerial","3.17","2025-05-22"
15989,6065,3,"Phone","1.48","2025-12-01"
15990,2050,1,"Technical","3.35","2026-01-04"
15991,11452,3,"HR","3.35","2025-06-07"
15992,3538,2,"Technical","4.39","2025-09-30"
15993,966,3,"Technical","1.79","2025-06-15"
15994,5357,2,"Managerial","4.90","2025-08-01"
15995,7562,4,"Phone","4.24","2026-01-19"
15996,4309,3,"HR","1.94","2025-12-07"
15997,5780,4,"Managerial","2.15","2025-08-09"
15998,1564,3,"Technical","1.62","2025-06-29"
15999,7105,4,"Managerial","4.52","2025-06-07"
16000,11767,3,"Managerial","1.83","2025-10-16"
16001,2795,4,"Technical","2.69","2025-07-08"
16002,9878,2,"Technical","1.34","2025-10-29"
16003,9581,4,"Technical","1.04","2025-10-22"
16004,4833,4,"Phone","1.60","2025-07-03"
16005,10007,2,"Phone","3.67","2025-08-10"
16006,10206,2,"HR","1.91","2025-10-13"
16007,2809,4,"HR","4.70","2025-12-02"
16008,394,4,"Technical","4.06","2025-12-05"
16009,10929,4,"Technical","2.14","2026-01-17"
16010,10394,4,"Technical","1.65","2025-05-22"
16011,8840,4,"Phone","3.43","2025-10-21"
16012,9566,4,"HR","1.05","2025-11-25"
16013,9680,2,"Technical","1.37","2025-09-17"
16014,4386,2,"Phone","3.91","2025-04-23"
16015,11014,1,"Managerial","4.23","2025-09-20"
16016,6388,3,"Managerial","2.85","2025-12-13"
16017,3031,2,"Technical","2.33","2025-08-10"
16018,1383,2,"Managerial","3.69","2025-12-31"
16019,7173,3,"Technical","3.40","2026-01-08"
16020,6144,2,"Phone","3.52","2025-10-22"
16021,11832,4,"Managerial","2.82","2025-11-21"
16022,3580,4,"HR","2.11","2025-10-22"
16023,1136,2,"HR","1.60","2025-04-08"
16024,9791,1,"Phone","4.97","2025-11-05"
16025,8237,3,"Managerial","4.22","2025-06-23"
16026,5855,2,"HR","2.05","2025-12-19"
16027,10489,1,"HR","2.72","2025-05-24"
16028,201,4,"Phone","1.07","2025-09-29"
16029,6221,3,"Managerial","4.81","2025-08-01"
16030,9976,1,"Technical","1.43","2025-08-15"
16031,3191,4,"Technical","4.73","2025-06-17"
16032,1543,2,"HR","4.94","2025-08-15"
16033,3707,1,"HR","4.10","2025-09-21"
16034,6188,1,"Technical","4.80","2025-11-06"
16035,8812,3,"Managerial","4.64","2025-09-06"
16036,2459,2,"Managerial","4.58","2025-09-30"
16037,9140,1,"Managerial","2.12","2025-09-13"
16038,7488,4,"HR","2.58","2025-08-09"
16039,11819,3,"HR","1.55","2025-09-24"
16040,5129,4,"Managerial","4.06","2025-04-22"
16041,5678,3,"HR","1.16","2025-06-30"
16042,9878,4,"Technical","3.34","2025-08-03"
16043,9858,2,"Technical","2.79","2025-12-18"
16044,8178,4,"Technical","3.38","2025-10-12"
16045,209,4,"Phone","4.25","2025-04-09"
16046,1314,1,"HR","2.89","2025-12-11"
16047,11319,4,"Technical","2.88","2026-01-15"
16048,6772,4,"Managerial","4.35","2025-05-30"
16049,7363,1,"HR","4.20","2025-07-13"
16050,7244,2,"Technical","3.55","2025-05-22"
16051,4413,2,"HR","3.48","2025-04-02"
16052,23,4,"Phone","3.85","2025-03-29"
16053,6223,1,"Technical","2.75","2025-08-13"
16054,6098,4,"HR","2.75","2025-09-25"
16055,5902,1,"HR","2.76","2026-01-07"
16056,7076,4,"Technical","1.55","2025-10-29"
16057,9751,4,"Technical","4.07","2025-09-05"
16058,3400,4,"Phone","1.78","2025-10-31"
16059,3099,3,"Managerial","1.03","2026-01-13"
16060,9055,2,"Managerial","2.68","2025-09-02"
16061,603,3,"HR","4.45","2025-07-17"
16062,5205,4,"HR","2.29","2025-09-02"
16063,9551,2,"HR","4.60","2025-04-10"
16064,11626,1,"Technical","1.19","2025-05-12"
16065,10031,2,"Technical","1.32","2025-12-16"
16066,4540,1,"HR","4.48","2025-09-23"
16067,10881,4,"Managerial","4.40","2025-08-23"
16068,11993,1,"HR","4.93","2025-08-04"
16069,6139,1,"HR","4.60","2025-11-27"
16070,1499,1,"Technical","2.97","2026-01-21"
16071,2029,3,"HR","1.88","2025-10-14"
16072,8028,2,"Managerial","3.84","2025-05-17"
16073,4016,4,"Phone","4.15","2025-12-04"
16074,5730,3,"Technical","2.83","2025-12-14"
16075,4978,4,"HR","4.04","2025-07-25"
16076,1973,2,"Technical","1.60","2025-06-10"
16077,9811,2,"Managerial","2.04","2025-07-02"
16078,8915,2,"HR","4.56","2026-01-16"
16079,1132,3,"Managerial","2.36","2025-05-10"
16080,5229,1,"Managerial","4.87","2025-09-15"
16081,3041,3,"Technical","2.15","2026-01-17"
16082,2617,3,"Phone","1.72","2025-10-01"
16083,2542,3,"Phone","4.11","2025-06-26"
16084,2892,4,"Phone","2.23","2026-01-18"
16085,2849,3,"HR","3.16","2025-09-29"
16086,4755,3,"Managerial","4.33","2025-12-28"
16087,5819,1,"Phone","4.89","2025-12-20"
16088,10989,2,"Managerial","1.28","2025-08-01"
16089,4727,2,"HR","1.10","2025-05-18"
16090,7680,3,"Phone","2.39","2025-05-03"
16091,8312,1,"HR","3.40","2025-08-06"
16092,10888,3,"Phone","3.22","2025-09-22"
16093,2194,2,"Phone","1.71","2025-09-17"
16094,5570,4,"HR","2.25","2025-08-23"
16095,4345,3,"Phone","2.70","2025-04-22"
16096,8305,4,"Technical","2.09","2025-04-09"
16097,5067,3,"Managerial","3.83","2025-07-01"
